url,label
https://tinyurl.com/4uxmfy55,1
https://porezna-uprava-5e120.web.app/,1
https://pub-1658c2dd66434dd7b5f48ce167884c7e.r2.dev/index.html,1
https://short.gy/JqmC8k,1
http://sazerac.com,0
https://sky-101592.weeblysite.com/,1
https://xx02.pages.dev/,1
https://pub-002a5ca3ff47478994def295a4337c47.r2.dev/outlookowa.html,1
https://telstra-109995.weeblysite.com/,1
http://barrabusca.cloud.itau.com.br,0
http://pfs.gw.booking.com,0
http://bankofamerica.accountverify.com,1
http://utils.voxus.com.br,0
http://msoid.noreply.proteste.org.br,0
http://mgt.xboxlive.com.akadns.net,0
https://docs.google.com/presentation/d/e/2PACX-1vSnErxQ4BlVYQ5NaNZ2MVJkbE5yU5fyYL8pvbr1TKTyThdCT9OhBy1kron5NVNrbqIZW1C6QDfoqnLj/pub?start=false&loop=false&delayms=3000,1
https://docs.google.com/presentation/d/e/2PACX-1vQvAHQZovOnDkh4o64HXR9GvJq3Sng2e3WQyqcGM8AOX4IlDhivVDVdPy6rP1hClAgeV9tcgbIaXyi7/pub?start=false&loop=false&delayms=3000&slide=idp,1
http://dkshdiscover.com,0
https://telegramq.46978.cc/,1
https://fb-a.pages.net.br/fbsa,1
http://agrian.com,0
https://sportybetbadder-009.weebly.com/,1
http://f.dl.delivery.mp.microsoft.com.cdn.dnse8.com,0
https://ipfs.io/ipfs/QmZYSQKi7dDbRfLb5rbkB12ZpwZttLQAATb5DXWGveexqE,1
http://www.trivago.com.br,0
http://ecom.spacenk.com,0
http://crqxx.gov.br,0
http://numerario.tecban.com.br,0
https://ipfs.io/ipfs/QmZZyweqcu8hLMoEcAcF14w9kdFuAtjCFgf9aQrQn7QGj9,1
http://mitrabl.com,0
http://bqfbow-inapps.appsflyersdk.com,0
http://h3c.com,0
http://api-in.cdo.heytapmobile.com,0
http://amilsaudeoficial.com.br,0
http://easydeploy.net,0
https://raindropsuaritma.com/?gad_source=1&amp;gclid=EAIaIQobChMIhYClyf2thAMVzbRaBR1EXgewEAAYASAAEgJqifD_BwE,1
http://email.aesauctions.org,0
http://app.leadster.com.br,0
https://bafkreigthv56vhof4ua6vvxzrcftujsvetxxoi2dkofxrhyowxfsgnv63i.ipfs.cf-ipfs.com,1
https://cloudflare-ipfs.com/ipfs/bafybeieghukr2v4gwpngbpnlqmps7uci4f2br53qtf6ak54d2klwnlwfl4,1
http://awcm1354.awmdm.com,0
http://pip.mimolivesales.com.br,0
http://agenciabrasil.ebc.com.br,0
http://qdma-awsmtp.qualcomm.com,0
http://cdga.org,0
https://cf-ipfs.com/ipfs/QmQMaFMwX32io3pbvcNaBLWgpMcLGAkv8hCGJUyXNkXEbV/browser.html,1
https://biroperekonomian.kaltimprov.go.id/ch.html?47361,1
http://speed.kg.garena.tw,0
http://gv.videocdn.alibaba.com.gds.alibabadns.com,0
http://nakadi.sand.tyrobank.mambu-cloud.com,0
https://new.express.adobe.com/webpage/rJA7C5qu2FXGd,1
https://ipfs.eth.aragon.network/ipfs/bafybeic6nbrpljl473wogopx7kikeiwilrgz7pvfnq6kusj26253eeqfky,1
http://occ-0-8118-4419.1.nflxso.net,0
http://flas1-2.fna.whatsapp.net,0
http://thecoaster.net,0
http://www.bling.com.br,0
http://setdata.com.br,0
https://hello-world-twilight-brook-c830.usvgr-pwebb2720.workers.dev/,1
http://ipv4-c714-ord001-ix.1.oca.nflxvideo.net,0
http://us-clover.passportalmsp.com,0
http://letras.mus.br,0
https://asfaasf.weebly.com/,1
http://grupotopbem.com.br,0
http://chaveiropalmeiras.com.br,0
http://origin-us-sitemercado-smi.sitemercado.com.br,0
http://fast-insight.com,0
https://pub-a8764cf1b1344bce935e189ed673aaff.r2.dev/cpanel%20page%2Fw.html,1
http://p152-escrowproxy.icloud.com,0
http://tinyurl.com/yrvhyyb9,1
http://prodpci.etimspayments.com,0
https://btinternet-105781.weeblysite.com/,1
https://att-106375-100783.weeblysite.com/,1
https://cloudflare-ipfs.com/ipfs/bafybeifadngqcxjj5qer7of2h4enrzufunfen4oolr25pixwyerf6mzjam,1
http://itau.com.br,0
http://enterpriseenrollment.boavistascpc.com.br,0
http://installerapi.lansweeper.com,0
https://wwxhajudjgwjklckvzgs7.firebaseapp.com/,1
https://bafybeiebnqbbrwudzxczktkre5zjovqw6oygwm7s5x65n5sp2obhiquwn4.ipfs.cf-ipfs.com,1
"https://www.adsensecustomsearchads.com/afs/ads?adsafe=low&adtest=off&psid=2004611367&channel=exp-0051,auxa-control-1,2722368&client=dp-sedo85_3ph&r=m&hl=fr&ivt=0&rpbu=https://lastcowboyengineer.cloud/caf/?ses=Y3JlPTE3MDk3NDczODAmdGNpZD1sYXN0Y293Ym95ZW5naW5lZXIuY2xvdWQ2NWU4YWNiNDk4YjA3Ni45OTU1NDA5MiZ0YXNrPXNlYXJjaCZkb21haW49bGFzdGNvd2JveWVuZ2luZWVyLmNsb3VkJmFfaWQ9MyZzZXNzaW9uPTY1dGdsN3Z2aFpKQUJGQU04SjNf&type=3&uiopt=true&swp=as-drid-2463331630196945&oe=UTF-8&ie=UTF-8&fexp=21404,17300002,17301383,17301418,17301431,17301433,17301436,71847096&client_gdprApplies=1&format=r6%7Cs&nocache=5231709747381053&num=0&output=afd_ads&domain_name=lastcowboyengineer.cloud&v=3&bsl=8&pac=2&u_his=2&u_tz=60&dt=1709747381072&u_w=800&u_h=600&biw=1920&bih=1080&psw=1920&psh=1029&frm=0&uio=--&cont=rb-default&drt=0&jsid=caf&jsv=610814804&rurl=https://lastcowboyengineer.cloud/wp-content/plugins/file-manager-advanced/application/library/themes/wptlight/login/ologin.php&referer=https://t.co/",1
https://getrefadditnnow.wixsite.com/my-site,1
http://ui-statics-cf.streamable.com,0
https://cf-ipfs.com/ipfs/QmbR9X2AZ5ZP52tVXYGRxTJwgtYVB1KPeCrtxvsDF4GCB6,1
http://www.redworksite.info,0
http://apps.nissan.navshop.com,0
http://demdex.net.demdex.net,0
https://www.mytubeuk.co.uk/wp-content/plugins/cartflows/DHL_Final/,1
http://gaiaonline.com,0
http://www.sicoob.com.br,0
https://docs.google.com/presentation/d/e/2PACX-1vRkLgAk6bA1vt6XPwaRnMjo-tlmJjdYE8N7pz2fyf7kzCAP4q2p9xmmYSQ4rbLdWo_od_XhQStyj2rA/pub?start=false&amp;loop=false&amp;delayms=3000&amp;slide=id.p,1
https://docs.google.com/presentation/d/e/2PACX-1vR9xgLwnSbIWlrXR-3XEgCyEEOslGtE1cAsulelBrUUeROhyzKJUfTCh5eKVY9LY2_2DFwt4IxgPSSM/pub?start=false&amp;loop=false&amp;delayms=1000,1
http://dev-spa.taxslayerpro.com,0
http://cef.com.br,0
http://v1d3dx-launches.appsflyersdk.com,0
http://hapvidacaruaru.imperiocorretora.com.br/,1
https://pub-7a703bf49ff843beb6a188592109ffc8.r2.dev/6c987731b1409888b726c95cd639bf.html,1
https://ipfs.io/ipfs/QmQg48fZxnFEjdNfJypJfa8zSJt9no2R6fyQZUToiNZcdh,1
http://esiuedhobrveosguarogdjboines3.pages.dev,1
